お遍路の番号,名前,名前（仮名）,正式名称,宗派,本尊,住所,緯度(北緯),経度(東経),電話番号,徒歩距離[km],車での距離[km](使用道路),駐車可能台数,駐車場,駐車場の位置,車でのアクセス,JRでのアクセス,ホテル,トイレ
78,郷照寺,ごうしょうじ,仏光山郷照寺,時宗,阿弥陀如来,香川県綾歌郡宇多津町１４３５,34.30672222,133.8246389,0877-49-0710,6,約7km　(県道33号）,100,境内に隣接,高松自動車道坂出ICから国道11号、県道191号経由で約2.5km,JR予讃線宇多津駅下車、徒歩20分,なし,和:洋
79,天皇寺（高照院）,てんのうじ,金華山天皇寺（高照院）,真言宗御室派,十一面観音,香川県坂出市西庄町１７１３－２,34.31094444,133.883,0877-46-3508,7,約7km　(県道33号）,5,境内まで徒歩1分,高松自動車道坂出ICから国道11号、県道33号経由で約5km,JR予讃線八十場駅下車、徒歩3分,なし,和
80,国分寺,こくぶんじ,白牛山国分寺,真言宗御室派,千手観音,香川県高松市国分寺町国分２０６５,34.30330556,133.94425,0878-74-0033,14,約14km　(国道11号、県道187号、180号）,20,境内まで徒歩2分,高松自動車道高松西ICから県道12号経由で7km　高松自動車道高松檀紙ICは、国道11号経由で約8km,JR予讃線国分寺駅下車、徒歩5分,なし,和
81,白峯寺,しろみねじ,綾松山白峰寺,真言宗御室派,千手観音,香川県坂出市青海町２６３５,34.33441667,133.9271389,0877-47-0345,7.5,約8km　(県道180号）,100,境内まで徒歩5分,瀬戸中央自動車道坂出北ICからさぬき浜街道、県道16号経由で焼く10km,JR予讃線坂出寺駅からタクシーで20分,あり（10名以上）,和:洋
82,根香寺,ねごろじ,青峰山根香寺,天台宗単立,千手観音,香川県高松市中山町１５０６,34.34441667,133.9606389,0878-81-3329,13,約18km　(国道11号、県道12号）,20,境内まで徒歩3分,高松自動車道高松西IC、もしくは高松自動車道高松檀紙ICから国道11号、県道180号経由で約15km,JR高松駅からタクシーで30分,なし,和
83,一宮寺,いちのみやじ,神豪山一宮寺,真言宗御室派,聖観音,香川県高松市一宮町６０７,34.28666667,134.0265556,0878-85-2301,17,約17km　(国道11号）,60,境内まで徒歩3分,高松自動車道高松西ICから県道12号経由で約4km　高松自動車道高松檀紙ICからは、県道12号経由で約5km,JR高松駅から高松琴平電鉄で20分、一宮駅下車、徒歩10分,なし,和:洋
84,屋島寺,やしまじ,南面山屋島寺,真言宗御室派,十一面観音,香川県高松市屋島東町１８０８,34.35780556,134.1009444,0878-41-9418,7,約7km　(国道11号、県道36号）,400,境内まで徒歩3分,高松自動車道高松中央ICから県道43号、10号、国道11号経由で約13km　,JR高徳線屋島駅下車、タクシーで15分,なし,和:洋
85,八栗寺,やくりじ,五剣山八栗寺,真言宗大覚寺派,聖観音,香川県高松市牟礼町牟礼３４１６,34.35977778,134.1401389,0878-45-9603,7,約8km　(国道11号）,100,山頂駅から境内まで徒歩5分,高松自動車道さぬき三木ICから県道38号経由で約10km,高徳線八栗駅下車、徒歩25分で八栗ケーブル登山口駅,なし,和
86,志度寺,しどじ,補陀洛山志度寺,真言宗善通寺派,十一面観音,香川県さぬき市志度１１０２,34.32433333,134.1796667,0878-94-0028,7,約7km　(県道3号）,30,,高松自動車道志度ICから県道141号、国道11号経由で約3km,JR高徳線志度駅下車、徒歩7分,なし,洋
87,長尾寺,ながおじ,補陀洛山長尾寺,天台宗,聖観音,香川県さぬき市長尾西６５３,34.26680556,134.1717778,0879-52-2041,17,約17km　(国道377号、県道3号）,50,境内に隣接,高松自動車道志度ICから県道141号、37号、3号経由で約7km,高松琴平電鉄高松築港駅から40分、長尾駅下車、徒歩3分,なし,和:洋
88,大窪寺,おおくぼじ,医王山大窪寺,真言宗大覚寺派,薬師如来,香川県さぬき市多和兼割９６,34.19094444,134.2071389,0879-56-2278,60,約60km　(国道377号、318号、県道139号、12号）,50,境内まで徒歩2分,高松自動車道志度ICから県道141号、3号、国道377号経由で約30km,高松琴平電鉄長尾駅下車、タクシーで30分,なし,和:洋
